Date/Time,Event,Session ID,Temp,Humidity,Methane - 12 bit ADC
"March 11, 2021 at 05:58PM",ece477,100717,76.80301F,72.40%,673
"March 11, 2021 at 05:58PM",ece477,100718,76.80301F,72.49%,672
"March 11, 2021 at 05:58PM",ece477,100719,76.80301F,72.48%,675
"March 11, 2021 at 05:58PM",ece477,100720,76.83502F,72.43%,677
"March 11, 2021 at 05:58PM",ece477,100721,76.80301F,72.43%,666
"March 11, 2021 at 05:58PM",ece477,100722,76.83502F,72.56%,683
"March 11, 2021 at 05:59PM",ece477,100723,76.83502F,72.63%,678
"March 11, 2021 at 05:59PM",ece477,100724,76.83502F,72.39%,672
"March 11, 2021 at 05:59PM",ece477,100725,76.83502F,72.51%,681
"March 11, 2021 at 05:59PM",ece477,100726,76.771F,72.53%,678
"March 11, 2021 at 05:59PM",ece477,100727,76.80301F,72.61%,678
"March 11, 2021 at 05:59PM",ece477,100728,76.80301F,72.55%,685
"March 11, 2021 at 05:59PM",ece477,100729,76.83502F,72.73%,681
"March 11, 2021 at 05:59PM",ece477,100730,76.83502F,72.64%,681
"March 11, 2021 at 05:59PM",ece477,100731,76.80301F,72.57%,674
"March 11, 2021 at 05:59PM",ece477,100732,76.80301F,72.61%,675
"March 11, 2021 at 06:00PM",ece477,100733,76.80301F,72.52%,681
"March 11, 2021 at 06:00PM",ece477,100734,76.83502F,72.54%,672
"March 11, 2021 at 06:00PM",ece477,100735,76.771F,72.59%,677
"March 11, 2021 at 06:00PM",ece477,100736,76.80301F,72.74%,678
"March 11, 2021 at 06:00PM",ece477,100737,76.80301F,72.77%,679
"March 11, 2021 at 06:00PM",ece477,100738,76.80301F,72.71%,678
"March 11, 2021 at 06:00PM",ece477,100739,76.80301F,72.74%,678
"March 11, 2021 at 06:00PM",ece477,100740,76.83502F,72.59%,681
"March 11, 2021 at 06:00PM",ece477,100741,76.83502F,72.77%,674
"March 11, 2021 at 06:00PM",ece477,100742,76.83502F,72.75%,681
"March 11, 2021 at 06:01PM",ece477,100743,76.86704F,72.77%,656
"March 11, 2021 at 06:01PM",ece477,100744,76.80301F,72.83%,675
"March 11, 2021 at 06:01PM",ece477,100745,76.83502F,72.80%,672
"March 11, 2021 at 06:01PM",ece477,100746,76.86704F,72.70%,683
"March 11, 2021 at 06:01PM",ece477,100747,76.80301F,72.73%,679
"March 11, 2021 at 06:01PM",ece477,100748,76.83502F,72.76%,685
"March 11, 2021 at 06:01PM",ece477,100749,76.80301F,72.73%,687
"March 11, 2021 at 06:01PM",ece477,100750,76.83502F,72.78%,685
"March 11, 2021 at 06:01PM",ece477,100751,76.80301F,72.82%,685
"March 11, 2021 at 06:01PM",ece477,100752,76.86704F,72.86%,672
"March 11, 2021 at 06:02PM",ece477,100753,76.83502F,72.92%,676
"March 11, 2021 at 06:02PM",ece477,100754,76.80301F,72.87%,683
"March 11, 2021 at 06:02PM",ece477,100755,76.83502F,72.92%,681
"March 11, 2021 at 06:02PM",ece477,100756,76.83502F,72.86%,681
"March 11, 2021 at 06:02PM",ece477,100757,76.83502F,72.83%,684
"March 11, 2021 at 06:02PM",ece477,100758,76.83502F,72.66%,679
"March 11, 2021 at 06:02PM",ece477,100759,76.86704F,72.77%,679
"March 11, 2021 at 06:02PM",ece477,100760,76.80301F,72.83%,672
"March 11, 2021 at 06:02PM",ece477,100761,76.83502F,72.90%,673
"March 11, 2021 at 06:02PM",ece477,100762,76.80301F,73.00%,685
"March 11, 2021 at 06:03PM",ece477,100763,76.80301F,72.99%,678
"March 11, 2021 at 06:03PM",ece477,100764,76.86704F,72.93%,682
"March 11, 2021 at 06:03PM",ece477,100765,76.83502F,72.88%,684
"March 11, 2021 at 06:03PM",ece477,100766,76.80301F,72.76%,671
"March 11, 2021 at 06:03PM",ece477,100767,76.80301F,72.85%,676
"March 11, 2021 at 06:03PM",ece477,100768,76.80301F,72.83%,688
"March 11, 2021 at 06:03PM",ece477,100769,76.86704F,72.95%,679
"March 11, 2021 at 06:03PM",ece477,100770,76.80301F,72.93%,676
"March 11, 2021 at 06:03PM",ece477,100771,76.83502F,72.91%,682
"March 11, 2021 at 06:03PM",ece477,100772,76.86704F,73.02%,681
"March 11, 2021 at 06:04PM",ece477,100773,76.83502F,72.80%,688
"March 11, 2021 at 06:04PM",ece477,100774,76.83502F,72.86%,682
"March 11, 2021 at 06:04PM",ece477,100775,76.89904F,72.83%,688
"March 11, 2021 at 06:04PM",ece477,100776,76.83502F,72.86%,676
"March 11, 2021 at 06:04PM",ece477,100777,76.93105F,72.95%,686
"March 11, 2021 at 06:04PM",ece477,100778,76.80301F,72.84%,686
"March 11, 2021 at 06:04PM",ece477,100779,76.83502F,72.93%,687
"March 11, 2021 at 06:04PM",ece477,100780,76.80301F,72.96%,679
"March 11, 2021 at 06:04PM",ece477,100781,76.771F,72.98%,681
"March 11, 2021 at 06:04PM",ece477,100782,76.83502F,73.01%,681
"March 11, 2021 at 06:05PM",ece477,100783,76.83502F,73.03%,673
"March 11, 2021 at 06:05PM",ece477,100784,76.83502F,73.00%,684
"March 11, 2021 at 06:05PM",ece477,100785,76.771F,73.12%,685
"March 11, 2021 at 06:05PM",ece477,100786,76.83502F,72.96%,684
"March 11, 2021 at 06:05PM",ece477,100787,76.83502F,73.07%,681
"March 11, 2021 at 06:05PM",ece477,100788,76.80301F,73.02%,688
"March 11, 2021 at 06:05PM",ece477,100789,76.83502F,73.15%,686
"March 11, 2021 at 06:05PM",ece477,100790,76.80301F,73.12%,688
"March 11, 2021 at 06:05PM",ece477,100791,76.80301F,72.96%,688
"March 11, 2021 at 06:05PM",ece477,100792,76.83502F,73.01%,687
"March 11, 2021 at 06:06PM",ece477,100793,76.83502F,73.15%,687
"March 11, 2021 at 06:06PM",ece477,100794,76.86704F,73.08%,679
"March 11, 2021 at 06:06PM",ece477,100795,76.86704F,73.06%,679
"March 11, 2021 at 06:06PM",ece477,100796,76.86704F,73.12%,681
"March 11, 2021 at 06:06PM",ece477,100797,76.89904F,73.20%,675
"March 11, 2021 at 06:06PM",ece477,100798,76.86704F,73.12%,677
"March 11, 2021 at 06:06PM",ece477,100799,76.89904F,73.00%,737
"March 11, 2021 at 06:06PM",ece477,100800,76.83502F,73.18%,684
"March 11, 2021 at 06:06PM",ece477,100801,76.93105F,73.22%,681
"March 11, 2021 at 06:06PM",ece477,100802,76.89904F,73.28%,676
"March 11, 2021 at 06:07PM",ece477,100803,76.86704F,73.26%,679
"March 11, 2021 at 06:07PM",ece477,100804,76.89904F,73.26%,688
"March 11, 2021 at 06:07PM",ece477,100805,76.89904F,73.23%,688
"March 11, 2021 at 06:07PM",ece477,100806,76.86704F,73.21%,683
"March 11, 2021 at 06:07PM",ece477,100807,76.83502F,73.21%,689
"March 11, 2021 at 06:07PM",ece477,100808,76.93105F,73.23%,682
"March 11, 2021 at 06:07PM",ece477,100809,76.86704F,73.21%,687
"March 11, 2021 at 06:07PM",ece477,100810,76.89904F,73.22%,688
"March 11, 2021 at 06:07PM",ece477,100811,76.89904F,73.38%,679
"March 11, 2021 at 06:07PM",ece477,100812,76.96307F,73.29%,689
"March 11, 2021 at 06:08PM",ece477,100813,76.89904F,73.34%,688
"March 11, 2021 at 06:08PM",ece477,100814,76.86704F,73.34%,689
"March 11, 2021 at 06:08PM",ece477,100815,76.86704F,73.27%,690
"March 11, 2021 at 06:08PM",ece477,100816,76.83502F,73.40%,693
"March 11, 2021 at 06:08PM",ece477,100817,76.86704F,73.39%,688
"March 11, 2021 at 06:08PM",ece477,100818,76.86704F,73.35%,686
"March 11, 2021 at 06:08PM",ece477,100819,76.86704F,73.52%,688
"March 11, 2021 at 06:08PM",ece477,100820,76.86704F,73.36%,689
"March 11, 2021 at 06:08PM",ece477,100821,76.89904F,73.54%,689
"March 11, 2021 at 06:08PM",ece477,100822,76.93105F,73.46%,688
"March 11, 2021 at 06:09PM",ece477,100823,76.93105F,73.33%,688
"March 11, 2021 at 06:09PM",ece477,100824,76.86704F,73.42%,679
"March 11, 2021 at 06:09PM",ece477,100825,76.93105F,73.44%,694
"March 11, 2021 at 06:09PM",ece477,100826,76.83502F,73.49%,690
"March 11, 2021 at 06:09PM",ece477,100827,76.86704F,73.48%,688
"March 11, 2021 at 06:09PM",ece477,100828,76.86704F,73.30%,690
"March 11, 2021 at 06:09PM",ece477,100829,76.86704F,73.45%,692
"March 11, 2021 at 06:09PM",ece477,100830,76.83502F,73.46%,683
"March 11, 2021 at 06:09PM",ece477,100831,76.83502F,73.43%,678
"March 11, 2021 at 06:09PM",ece477,100832,76.83502F,73.35%,680
"March 11, 2021 at 06:10PM",ece477,100833,76.86704F,73.45%,688
"March 11, 2021 at 06:10PM",ece477,100834,76.86704F,73.48%,693
"March 11, 2021 at 06:10PM",ece477,100835,76.83502F,73.48%,688
"March 11, 2021 at 06:10PM",ece477,100836,76.771F,73.42%,690
"March 11, 2021 at 06:10PM",ece477,100837,76.80301F,73.57%,689
"March 11, 2021 at 06:10PM",ece477,100838,76.80301F,73.52%,691
"March 11, 2021 at 06:10PM",ece477,100839,76.771F,73.61%,689
"March 11, 2021 at 06:10PM",ece477,100840,76.83502F,73.62%,683
"March 11, 2021 at 06:10PM",ece477,100841,76.83502F,73.57%,689
"March 11, 2021 at 06:10PM",ece477,100842,76.83502F,73.54%,690
"March 11, 2021 at 06:11PM",ece477,100843,76.83502F,73.54%,688
"March 11, 2021 at 06:11PM",ece477,100844,76.83502F,73.60%,693
"March 11, 2021 at 06:11PM",ece477,100845,76.83502F,73.52%,695
"March 11, 2021 at 06:11PM",ece477,100846,76.771F,73.64%,693
"March 11, 2021 at 06:11PM",ece477,100847,76.83502F,73.55%,686
"March 11, 2021 at 06:11PM",ece477,100848,76.771F,73.52%,693
"March 11, 2021 at 06:11PM",ece477,100849,76.771F,73.64%,701
"March 11, 2021 at 06:11PM",ece477,100850,76.86704F,73.54%,695
"March 11, 2021 at 06:11PM",ece477,100851,76.83502F,73.70%,688
"March 11, 2021 at 06:11PM",ece477,100852,76.80301F,73.64%,693
"March 11, 2021 at 06:12PM",ece477,100853,76.70698F,73.63%,694
"March 11, 2021 at 06:12PM",ece477,100854,76.80301F,73.60%,695
"March 11, 2021 at 06:12PM",ece477,100855,76.771F,73.78%,688
"March 11, 2021 at 06:12PM",ece477,100856,76.771F,73.71%,688
"March 11, 2021 at 06:12PM",ece477,100857,76.83502F,73.59%,689
"March 11, 2021 at 06:12PM",ece477,100858,76.771F,73.67%,690
"March 11, 2021 at 06:12PM",ece477,100859,76.80301F,73.70%,691
"March 11, 2021 at 06:12PM",ece477,100860,76.80301F,73.71%,695
"March 11, 2021 at 06:12PM",ece477,100861,76.80301F,73.73%,693
"March 11, 2021 at 06:12PM",ece477,100862,76.771F,73.64%,669
"March 11, 2021 at 06:13PM",ece477,100863,76.80301F,73.73%,687
"March 11, 2021 at 06:13PM",ece477,100864,76.80301F,73.69%,691
"March 11, 2021 at 06:13PM",ece477,100865,76.83502F,73.80%,699
"March 11, 2021 at 06:13PM",ece477,100866,76.80301F,73.71%,689
"March 11, 2021 at 06:13PM",ece477,100867,76.80301F,73.74%,694
"March 11, 2021 at 06:13PM",ece477,100868,76.80301F,73.74%,688
"March 11, 2021 at 06:13PM",ece477,100869,76.80301F,73.63%,695
"March 11, 2021 at 06:13PM",ece477,100870,76.83502F,73.69%,699
"March 11, 2021 at 06:13PM",ece477,100871,76.771F,73.80%,688
"March 11, 2021 at 06:13PM",ece477,100872,76.771F,73.72%,691
"March 11, 2021 at 06:14PM",ece477,100873,76.86704F,73.81%,688
"March 11, 2021 at 06:14PM",ece477,100874,76.86704F,73.84%,692
"March 11, 2021 at 06:14PM",ece477,100875,76.86704F,73.72%,688
"March 11, 2021 at 06:14PM",ece477,100876,76.83502F,73.66%,691
"March 11, 2021 at 06:14PM",ece477,100877,76.86704F,73.71%,689
"March 11, 2021 at 06:14PM",ece477,100878,76.83502F,73.84%,693
"March 11, 2021 at 06:14PM",ece477,100879,76.771F,73.78%,688
"March 11, 2021 at 06:14PM",ece477,100880,76.83502F,73.83%,695
"March 11, 2021 at 06:14PM",ece477,100881,76.83502F,73.92%,689
"March 11, 2021 at 06:14PM",ece477,100882,76.73899F,73.82%,688
"March 11, 2021 at 06:15PM",ece477,100883,76.80301F,73.87%,695
"March 11, 2021 at 06:15PM",ece477,100884,76.80301F,73.85%,696
"March 11, 2021 at 06:15PM",ece477,100885,76.80301F,73.79%,688
"March 11, 2021 at 06:15PM",ece477,100886,76.70698F,73.86%,689
"March 11, 2021 at 06:15PM",ece477,100887,76.771F,73.84%,691
"March 11, 2021 at 06:15PM",ece477,100888,76.771F,73.83%,688
"March 11, 2021 at 06:15PM",ece477,100889,76.80301F,73.97%,627
"March 11, 2021 at 06:15PM",ece477,100890,76.771F,73.75%,695
"March 11, 2021 at 06:15PM",ece477,100891,76.771F,73.80%,697
"March 11, 2021 at 06:15PM",ece477,100892,76.80301F,73.75%,696
"March 11, 2021 at 06:16PM",ece477,100893,76.73899F,73.80%,687
"March 11, 2021 at 06:16PM",ece477,100894,76.70698F,73.93%,691
"March 11, 2021 at 06:16PM",ece477,100895,76.80301F,73.98%,691
"March 11, 2021 at 06:16PM",ece477,100896,76.73899F,73.92%,695
"March 11, 2021 at 06:16PM",ece477,100897,76.73899F,73.94%,699
"March 11, 2021 at 06:16PM",ece477,100898,76.64295F,73.78%,695
"March 11, 2021 at 06:16PM",ece477,100899,76.67497F,73.75%,697
"March 11, 2021 at 06:16PM",ece477,100900,76.70698F,73.94%,708
"March 11, 2021 at 06:16PM",ece477,100901,76.70698F,73.90%,689
"March 11, 2021 at 06:16PM",ece477,100902,76.67497F,73.82%,690
"March 11, 2021 at 06:17PM",ece477,100903,76.67497F,73.83%,697
"March 11, 2021 at 06:17PM",ece477,100904,76.73899F,73.82%,698
"March 11, 2021 at 06:17PM",ece477,100905,76.61095F,73.90%,688
"March 11, 2021 at 06:17PM",ece477,100906,76.64295F,73.83%,690
"March 11, 2021 at 06:17PM",ece477,100907,76.70698F,73.80%,694
"March 11, 2021 at 06:17PM",ece477,100908,76.70698F,73.89%,698
"March 11, 2021 at 06:17PM",ece477,100909,76.70698F,74.04%,690
"March 11, 2021 at 06:17PM",ece477,100910,76.70698F,73.95%,694
"March 11, 2021 at 06:17PM",ece477,100911,76.67497F,74.06%,690
"March 11, 2021 at 06:17PM",ece477,100912,76.70698F,73.95%,695
"March 11, 2021 at 06:18PM",ece477,100913,76.67497F,73.90%,695
"March 11, 2021 at 06:18PM",ece477,100914,76.67497F,74.03%,686
"March 11, 2021 at 06:18PM",ece477,100915,76.73899F,74.08%,692
"March 11, 2021 at 06:18PM",ece477,100916,76.73899F,74.08%,690
"March 11, 2021 at 06:18PM",ece477,100917,76.771F,74.02%,694
"March 11, 2021 at 06:18PM",ece477,100918,76.70698F,73.93%,690
"March 11, 2021 at 06:18PM",ece477,100919,76.73899F,74.22%,716
"March 11, 2021 at 06:18PM",ece477,100920,76.73899F,74.11%,698
"March 11, 2021 at 06:18PM",ece477,100921,76.80301F,74.14%,695
"March 11, 2021 at 06:18PM",ece477,100922,76.771F,74.13%,694
"March 11, 2021 at 06:19PM",ece477,100923,76.73899F,74.28%,693
"March 11, 2021 at 06:19PM",ece477,100924,76.771F,74.20%,699
"March 11, 2021 at 06:19PM",ece477,100925,76.80301F,74.18%,695
"March 11, 2021 at 06:19PM",ece477,100926,76.771F,74.19%,702
"March 11, 2021 at 06:19PM",ece477,100927,76.771F,74.14%,703
"March 11, 2021 at 06:19PM",ece477,100928,76.86704F,74.19%,693
"March 11, 2021 at 06:19PM",ece477,100929,76.86704F,74.18%,698
"March 11, 2021 at 06:19PM",ece477,100930,76.86704F,74.19%,701
"March 11, 2021 at 06:19PM",ece477,100931,76.83502F,74.23%,699
"March 11, 2021 at 06:19PM",ece477,100932,76.83502F,74.10%,687
"March 11, 2021 at 06:20PM",ece477,100933,76.86704F,74.27%,693
"March 11, 2021 at 06:20PM",ece477,100934,76.83502F,74.25%,694
"March 11, 2021 at 06:20PM",ece477,100935,76.83502F,74.27%,702
"March 11, 2021 at 06:20PM",ece477,100936,76.86704F,74.17%,665
"March 11, 2021 at 06:20PM",ece477,100937,76.80301F,74.29%,693
"March 11, 2021 at 06:20PM",ece477,100938,76.70698F,74.37%,701
"March 11, 2021 at 06:20PM",ece477,100939,76.83502F,74.18%,703
"March 11, 2021 at 06:20PM",ece477,100940,76.73899F,74.31%,706
"March 11, 2021 at 06:20PM",ece477,100941,76.73899F,74.25%,694
"March 11, 2021 at 06:20PM",ece477,100942,76.70698F,74.39%,698
"March 11, 2021 at 06:21PM",ece477,100943,76.80301F,74.49%,697
"March 11, 2021 at 06:21PM",ece477,100944,76.73899F,74.33%,695
"March 11, 2021 at 06:21PM",ece477,100945,76.73899F,74.33%,704
"March 11, 2021 at 06:21PM",ece477,100946,76.70698F,74.41%,693
"March 11, 2021 at 06:21PM",ece477,100947,76.70698F,74.37%,694
"March 11, 2021 at 06:21PM",ece477,100948,76.73899F,74.42%,699
"March 11, 2021 at 06:21PM",ece477,100949,76.70698F,74.43%,631
"March 11, 2021 at 06:21PM",ece477,100950,76.67497F,74.36%,697
"March 11, 2021 at 06:21PM",ece477,100951,76.73899F,74.32%,702
"March 11, 2021 at 06:21PM",ece477,100952,76.70698F,74.43%,706
"March 11, 2021 at 06:22PM",ece477,100953,76.771F,74.35%,704
"March 11, 2021 at 06:22PM",ece477,100954,76.70698F,74.39%,703
"March 11, 2021 at 06:22PM",ece477,100955,76.73899F,74.38%,703
"March 11, 2021 at 06:22PM",ece477,100956,76.70698F,74.43%,704
"March 11, 2021 at 06:22PM",ece477,100957,76.771F,74.39%,702
"March 11, 2021 at 06:22PM",ece477,100958,76.70698F,74.40%,702
"March 11, 2021 at 06:22PM",ece477,100959,76.73899F,74.54%,703
"March 11, 2021 at 06:22PM",ece477,100960,76.67497F,74.31%,705
"March 11, 2021 at 06:22PM",ece477,100961,76.70698F,74.43%,701
"March 11, 2021 at 06:22PM",ece477,100962,76.70698F,74.40%,694
"March 11, 2021 at 06:23PM",ece477,100963,76.67497F,74.44%,702
"March 11, 2021 at 06:23PM",ece477,100964,76.67497F,74.47%,703
"March 11, 2021 at 06:23PM",ece477,100965,76.64295F,74.56%,699
"March 11, 2021 at 06:23PM",ece477,100966,76.70698F,74.59%,698
"March 11, 2021 at 06:23PM",ece477,100967,76.67497F,74.64%,703
"March 11, 2021 at 06:23PM",ece477,100968,76.64295F,74.52%,698
"March 11, 2021 at 06:23PM",ece477,100969,76.70698F,74.49%,704
"March 11, 2021 at 06:23PM",ece477,100970,76.67497F,74.69%,701
"March 11, 2021 at 06:23PM",ece477,100971,76.61095F,74.43%,703
"March 11, 2021 at 06:23PM",ece477,100972,76.61095F,74.52%,694
"March 11, 2021 at 06:24PM",ece477,100973,76.67497F,74.65%,700
"March 11, 2021 at 06:24PM",ece477,100974,76.61095F,74.50%,694
"March 11, 2021 at 06:24PM",ece477,100975,76.64295F,74.61%,697
"March 11, 2021 at 06:24PM",ece477,100976,76.61095F,74.62%,701
"March 11, 2021 at 06:24PM",ece477,100977,76.57894F,74.70%,704
"March 11, 2021 at 06:24PM",ece477,100978,76.61095F,74.64%,695
"March 11, 2021 at 06:24PM",ece477,100979,76.64295F,74.75%,698
"March 11, 2021 at 06:24PM",ece477,100980,76.57894F,74.73%,705
"March 11, 2021 at 06:24PM",ece477,100981,76.57894F,74.79%,703
"March 11, 2021 at 06:24PM",ece477,100982,76.57894F,74.77%,701
"March 11, 2021 at 06:25PM",ece477,100983,76.57894F,74.73%,704
"March 11, 2021 at 06:25PM",ece477,100984,76.61095F,74.80%,703
"March 11, 2021 at 06:25PM",ece477,100985,76.54692F,74.74%,706
"March 11, 2021 at 06:25PM",ece477,100986,76.54692F,74.75%,704
"March 11, 2021 at 06:25PM",ece477,100987,76.57894F,74.76%,704
"March 11, 2021 at 06:25PM",ece477,100988,76.57894F,74.76%,693
"March 11, 2021 at 06:25PM",ece477,100989,76.54692F,74.71%,705
"March 11, 2021 at 06:25PM",ece477,100990,76.54692F,74.81%,704
"March 11, 2021 at 06:25PM",ece477,100991,76.4829F,74.79%,699
"March 11, 2021 at 06:25PM",ece477,100992,76.51491F,74.73%,703
"March 11, 2021 at 06:26PM",ece477,100993,76.51491F,74.85%,695
"March 11, 2021 at 06:26PM",ece477,100994,76.54692F,74.90%,697
"March 11, 2021 at 06:26PM",ece477,100995,76.54692F,74.76%,707
"March 11, 2021 at 06:26PM",ece477,100996,76.4829F,74.86%,711
"March 11, 2021 at 06:26PM",ece477,100997,76.54692F,74.90%,704
"March 11, 2021 at 06:26PM",ece477,100998,76.51491F,74.98%,705
"March 11, 2021 at 06:26PM",ece477,100999,76.51491F,74.82%,704
"March 11, 2021 at 06:26PM",ece477,101000,76.51491F,74.91%,715
"March 11, 2021 at 06:26PM",ece477,101001,76.51491F,74.74%,704
"March 11, 2021 at 06:26PM",ece477,101002,76.54692F,74.93%,685
"March 11, 2021 at 06:27PM",ece477,101003,76.4829F,74.90%,704
"March 11, 2021 at 06:27PM",ece477,101004,76.54692F,74.92%,704
"March 11, 2021 at 06:27PM",ece477,101005,76.4829F,75.01%,704
"March 11, 2021 at 06:27PM",ece477,101006,76.54692F,74.96%,717
"March 11, 2021 at 06:27PM",ece477,101007,76.54692F,75.09%,704
"March 11, 2021 at 06:27PM",ece477,101008,76.51491F,75.00%,704
"March 11, 2021 at 06:27PM",ece477,101009,76.51491F,74.97%,704
"March 11, 2021 at 06:27PM",ece477,101010,76.54692F,75.00%,707
"March 11, 2021 at 06:27PM",ece477,101011,76.54692F,75.00%,709
"March 11, 2021 at 06:27PM",ece477,101012,76.51491F,75.08%,705
"March 11, 2021 at 06:28PM",ece477,101013,76.4829F,75.09%,710
"March 11, 2021 at 06:28PM",ece477,101014,76.4829F,75.09%,704
"March 11, 2021 at 06:28PM",ece477,101015,76.45089F,75.06%,702
"March 11, 2021 at 06:28PM",ece477,101016,76.4829F,75.13%,716
"March 11, 2021 at 06:28PM",ece477,101017,76.51491F,74.96%,709
"March 11, 2021 at 06:28PM",ece477,101018,76.45089F,75.13%,708
"March 11, 2021 at 06:28PM",ece477,101019,76.41888F,75.11%,710
"March 11, 2021 at 06:28PM",ece477,101020,76.4829F,75.12%,705
"March 11, 2021 at 06:28PM",ece477,101021,76.4829F,75.24%,703
"March 11, 2021 at 06:28PM",ece477,101022,76.45089F,75.23%,709
"March 11, 2021 at 06:29PM",ece477,101023,76.4829F,75.13%,704
"March 11, 2021 at 06:29PM",ece477,101024,76.45089F,75.11%,704
"March 11, 2021 at 06:29PM",ece477,101025,76.4829F,75.15%,704
"March 11, 2021 at 06:29PM",ece477,101026,76.4829F,75.15%,710
"March 11, 2021 at 06:29PM",ece477,101027,76.51491F,75.12%,709
"March 11, 2021 at 06:29PM",ece477,101028,76.57894F,75.17%,705
"March 11, 2021 at 06:29PM",ece477,101029,76.51491F,75.15%,708
"March 11, 2021 at 06:29PM",ece477,101030,76.51491F,75.12%,709
"March 11, 2021 at 06:29PM",ece477,101031,76.54692F,75.23%,706
"March 11, 2021 at 06:29PM",ece477,101032,76.4829F,75.06%,704
"March 11, 2021 at 06:30PM",ece477,101033,76.51491F,75.15%,710
"March 11, 2021 at 06:30PM",ece477,101034,76.4829F,75.21%,708
"March 11, 2021 at 06:30PM",ece477,101035,76.51491F,75.27%,704
"March 11, 2021 at 06:30PM",ece477,101036,76.54692F,75.24%,712
"March 11, 2021 at 06:30PM",ece477,101037,76.54692F,75.23%,713
"March 11, 2021 at 06:30PM",ece477,101038,76.51491F,75.13%,705
"March 11, 2021 at 06:30PM",ece477,101039,76.51491F,75.37%,704
"March 11, 2021 at 06:30PM",ece477,101040,76.51491F,75.35%,707
"March 11, 2021 at 06:30PM",ece477,101041,76.54692F,75.20%,711
"March 11, 2021 at 06:30PM",ece477,101042,76.54692F,75.43%,704
"March 11, 2021 at 06:31PM",ece477,101043,76.54692F,75.40%,713
"March 11, 2021 at 06:31PM",ece477,101044,76.51491F,75.37%,688
"March 11, 2021 at 06:31PM",ece477,101045,76.54692F,75.56%,707
"March 11, 2021 at 06:31PM",ece477,101046,76.51491F,75.45%,713
"March 11, 2021 at 06:31PM",ece477,101047,76.57894F,75.33%,706
"March 11, 2021 at 06:31PM",ece477,101048,76.54692F,75.41%,705
"March 11, 2021 at 06:31PM",ece477,101049,76.51491F,75.57%,705
"March 11, 2021 at 06:31PM",ece477,101050,76.51491F,75.53%,707
"March 11, 2021 at 06:31PM",ece477,101051,76.4829F,75.51%,709
"March 11, 2021 at 06:31PM",ece477,101052,76.51491F,75.33%,710
"March 11, 2021 at 06:32PM",ece477,101053,76.45089F,75.50%,704
"March 11, 2021 at 06:32PM",ece477,101054,76.45089F,75.71%,703
"March 11, 2021 at 06:32PM",ece477,101055,76.45089F,75.53%,715
"March 11, 2021 at 06:32PM",ece477,101056,76.41888F,75.52%,710
"March 11, 2021 at 06:32PM",ece477,101057,76.4829F,75.43%,707
"March 11, 2021 at 06:32PM",ece477,101058,76.4829F,75.57%,704
"March 11, 2021 at 06:32PM",ece477,101059,76.51491F,75.52%,708
"March 11, 2021 at 06:32PM",ece477,101060,76.4829F,75.59%,710
"March 11, 2021 at 06:32PM",ece477,101061,76.4829F,75.57%,708
"March 11, 2021 at 06:32PM",ece477,101062,76.45089F,75.62%,716
"March 11, 2021 at 06:33PM",ece477,101063,76.45089F,75.67%,705
"March 11, 2021 at 06:33PM",ece477,101064,76.4829F,75.58%,708
"March 11, 2021 at 06:33PM",ece477,101065,76.51491F,75.63%,711
"March 11, 2021 at 06:33PM",ece477,101066,76.51491F,75.60%,707
"March 11, 2021 at 06:33PM",ece477,101067,76.4829F,75.68%,705
"March 11, 2021 at 06:33PM",ece477,101068,76.45089F,75.64%,710
"March 11, 2021 at 06:33PM",ece477,101069,76.38687F,75.47%,701
"March 11, 2021 at 06:33PM",ece477,101070,76.45089F,75.64%,707
"March 11, 2021 at 06:33PM",ece477,101071,76.51491F,75.52%,713
"March 11, 2021 at 06:33PM",ece477,101072,76.45089F,75.62%,710
"March 11, 2021 at 06:34PM",ece477,101073,76.4829F,75.59%,718
"March 11, 2021 at 06:34PM",ece477,101074,76.45089F,75.58%,714
"March 11, 2021 at 06:34PM",ece477,101075,76.38687F,75.69%,714
"March 11, 2021 at 06:34PM",ece477,101076,76.38687F,75.65%,719
"March 11, 2021 at 06:34PM",ece477,101077,76.41888F,75.73%,706
"March 11, 2021 at 06:34PM",ece477,101078,76.45089F,75.61%,710
"March 11, 2021 at 06:34PM",ece477,101079,76.41888F,75.68%,715
"March 11, 2021 at 06:34PM",ece477,101080,76.38687F,75.71%,709
"March 11, 2021 at 06:34PM",ece477,101081,76.45089F,75.58%,657
"March 11, 2021 at 06:34PM",ece477,101082,76.4829F,75.75%,707
"March 11, 2021 at 06:35PM",ece477,101083,76.45089F,75.73%,704
"March 11, 2021 at 06:35PM",ece477,101084,76.41888F,75.62%,707
"March 11, 2021 at 06:35PM",ece477,101085,76.45089F,75.68%,715
"March 11, 2021 at 06:35PM",ece477,101086,76.4829F,75.74%,715
"March 11, 2021 at 06:35PM",ece477,101087,76.4829F,75.75%,719
"March 11, 2021 at 06:35PM",ece477,101088,76.45089F,75.70%,710
"March 11, 2021 at 06:35PM",ece477,101089,76.45089F,75.85%,718
"March 11, 2021 at 06:35PM",ece477,101090,76.4829F,75.87%,707
"March 11, 2021 at 06:35PM",ece477,101091,76.41888F,75.94%,735
"March 11, 2021 at 06:35PM",ece477,101092,76.45089F,75.86%,718
"March 11, 2021 at 06:36PM",ece477,101093,76.41888F,75.82%,720
"March 11, 2021 at 06:36PM",ece477,101094,76.45089F,75.91%,717
